,TIME,POSICAO,NOME,PONTUACAO,RODADA,G,A,FT,FD,FF,FS,SG,DS,DE,DP,PS,PP,PC,PI,I,GC,GS,FC,CV,CA,ADVERSARIO,CASA,FORA
2405,Bragantino,Zagueiro,Eduardo Santos,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,1,0
2406,São Paulo,Meia,Rodrigo Nestor,0.2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,0,1
2407,São Paulo,Lateral,Welington,5.8,9,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
2408,Vasco,Atacante,Clayton,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
2409,Athlético-PR,Lateral,Fernando,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
2410,Bahia,Lateral,Luciano Juba,2.2,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Criciúma,0,1
2411,São Paulo,Meia,Michel Araújo,0.9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,0,1
2412,Athlético-PR,Goleiro,Léo Linck,3.0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,Flamengo,1,0
2413,Cuiabá,Meia,Max,-0.5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fortaleza,1,0
2414,Palmeiras,Lateral,Vanderlan,10.0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
2415,Juventude,Atacante,Marcelinho,1.7,9,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,1,0,1,Bragantino,0,1
2416,Internacional,Meia,Matheus Dias,-0.8,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Vitória,0,1
2417,Corinthians,Lateral,Hugo,6.5,9,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,São Paulo,1,0
2418,Cuiabá,Atacante,Isidro Pitta,10.0,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
2419,Botafogo,Atacante,Luiz Henrique,7.9,9,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
2420,Palmeiras,Atacante,Lázaro,3.0,9,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,0,1
2421,Palmeiras,Técnico,Abel Ferreira,11.02,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
2422,Athlético-PR,Lateral,Esquivel,2.7,9,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
2423,Athlético-PR,Goleiro,Mycael,-3.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Flamengo,1,0
2424,Fluminense,Atacante,John Kennedy,-0.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-GO,1,0
2425,Bahia,Atacante,Biel,1.6,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
2426,Vitória,Meia,Léo Naldi,3.1,9,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Internacional,1,0
2427,Grêmio,Zagueiro,Gustavo Martins,2.9,9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
2428,Juventude,Meia,Luis Mandaca,13.5,9,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Bragantino,0,1
2429,Corinthians,Técnico,António Oliveira,5.07,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
2430,Vasco,Meia,Adson,3.6,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
2431,Palmeiras,Meia,Fabinho,1.2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
2432,Botafogo,Meia,Diego Hernández,-0.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,0,1
2433,Athlético-PR,Meia,Felipinho,1.2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
2434,Palmeiras,Meia,Aníbal Moreno,12.0,9,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,Atlético-MG,0,1
2435,Juventude,Atacante,Lucas Barbosa,1.7,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,Bragantino,0,1
2436,Palmeiras,Atacante,Flaco López,8.5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
2437,Fluminense,Atacante,Marquinhos,2.6,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-GO,1,0
2438,Grêmio,Meia,Du Queiroz,3.6,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,1,0
2439,Bragantino,Zagueiro,Douglas Mendes,-0.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Juventude,1,0
2440,Flamengo,Lateral,Wesley,3.9,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,Athlético-PR,0,1
2441,Palmeiras,Zagueiro,Naves,8.0,9,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-MG,0,1
2442,Atlético-MG,Zagueiro,Rômulo,4.2,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,Palmeiras,1,0
2443,Flamengo,Meia,Evertton Araújo,7.2,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Athlético-PR,0,1
2444,Cuiabá,Meia,Denilson,4.4,9,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
2445,Flamengo,Meia,Victor Hugo,1.1,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Athlético-PR,0,1
2446,Vitória,Atacante,Zé Hugo,4.6,9,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
2447,Botafogo,Lateral,Cuiabano,11.4,9,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
2448,Fortaleza,Meia,Hércules,2.4,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
2449,Bragantino,Atacante,Thiago Borbas,-0.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Juventude,1,0
2450,Internacional,Zagueiro,Robert Renan,5.7,9,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,Vitória,0,1
2451,Atlético-GO,Atacante,Alejo Cruz,2.1,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Fluminense,0,1
2452,Bragantino,Técnico,Pedro Caixinha,4.85,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,1,0
2453,São Paulo,Goleiro,Young,-1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Corinthians,0,1
2454,Cruzeiro,Meia,Vitinho,0.5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,0,1
2455,Corinthians,Atacante,Giovane,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
2456,Corinthians,Atacante,Wesley,5.8,9,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
2457,Corinthians,Meia,Breno Bidon,1.5,9,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,São Paulo,1,0
2458,Vasco,Meia,Mateus Carvalho,2.1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,1,0
2459,Fluminense,Meia,Alexsander,3.0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-GO,1,0
2460,Juventude,Atacante,Ruan,3.6,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,0,1
2461,Fortaleza,Meia,Kauan,0.5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
2462,Flamengo,Meia,Lorran,3.0,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Athlético-PR,0,1
2463,Bragantino,Meia,Gustavinho,5.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,1,0
2464,Fluminense,Atacante,Isaac,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
2465,Cruzeiro,Meia,Japa,-0.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,0,1
2466,Bragantino,Zagueiro,Lucas Cunha,-1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Juventude,1,0
2467,Atlético-GO,Atacante,Emiliano Rodríguez,5.3,9,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,0,1
2468,Atlético-MG,Atacante,Cadu,5.7,9,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,4,0,0,Palmeiras,1,0
2469,Bahia,Meia,Cauly,5.9,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Criciúma,0,1
2470,Atlético-MG,Atacante,Palacios,1.2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,1,0
2471,Bragantino,Atacante,Henry Mosquera,2.7,9,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Juventude,1,0
2472,Internacional,Meia,Gustavo Prado,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitória,0,1
2473,Internacional,Meia,Gabriel Carvalho,7.5,9,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitória,0,1
2474,Grêmio,Atacante,Nathan Fernandes,1.8,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Botafogo,1,0
2475,Cruzeiro,Atacante,Robert,1.4,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,0,1
2476,Atlético-MG,Meia,Alisson,0.2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Palmeiras,1,0
2477,Vasco,Atacante,Serginho,1.4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,1,0
2478,Corinthians,Zagueiro,João Pedro,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
2479,Athlético-PR,Meia,Zapelli,-0.2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Flamengo,1,0
2480,Grêmio,Atacante,Gustavo Nunes,6.9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Botafogo,1,0
2481,Corinthians,Meia,Igor Coronado,8.9,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,São Paulo,1,0
2482,Cruzeiro,Técnico,Fernando Seabra,4.54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,0,1
2483,Botafogo,Técnico,Artur Jorge,5.24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
2484,Cruzeiro,Atacante,João Pedro,3.0,9,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,0,1
2485,Palmeiras,Atacante,Estêvão,13.0,9,1,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Atlético-MG,0,1
2486,Atlético-GO,Meia,Zuleta,9.7,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,0,1
2487,Vasco,Meia,JP,2.9,9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
2488,Atlético-GO,Atacante,Max,4.6,9,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,0,1
2489,Botafogo,Atacante,Yarlen,0.4,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,Grêmio,0,1
2490,Vasco,Técnico,Álvaro Pacheco,6.99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
2491,Cruzeiro,Atacante,Arthur Viana,-1.4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Vasco,0,1
2492,Fluminense,Goleiro,Fábio,4.0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,Atlético-GO,1,0
2493,Athlético-PR,Zagueiro,Thiago Heleno,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
2494,Fluminense,Meia,Renato Augusto,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
2495,Fluminense,Lateral,Marcelo,0.5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
2496,Fluminense,Zagueiro,Felipe Melo,-2.5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Atlético-GO,1,0
2497,Atlético-MG,Atacante,Hulk,-1.2,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Palmeiras,1,0
2498,Grêmio,Técnico,Renato Gaúcho,2.79,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,1,0
2499,Vitória,Atacante,Osvaldo,3.7,9,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
2500,Athlético-PR,Técnico,Cuca,2.16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
2501,Flamengo,Técnico,Tite,2.68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
2502,Atlético-MG,Atacante,Alan Kardec,1.0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Palmeiras,1,0
2503,Cuiabá,Goleiro,Walter,5.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
2504,Bahia,Meia,Everton Ribeiro,6.0,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Criciúma,0,1
2505,Flamengo,Zagueiro,David Luiz,-1.3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Athlético-PR,0,1
2506,Juventude,Atacante,Gilberto,-0.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,Bragantino,0,1
2507,Internacional,Goleiro,Fabrício,0.0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,Vitória,0,1
2508,Fluminense,Meia,Ganso,7.9,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Atlético-GO,1,0
2509,Palmeiras,Lateral,Marcos Rocha,6.1,9,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-MG,0,1
2510,Juventude,Lateral,Alan Ruschel,2.1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Bragantino,0,1
2511,Grêmio,Meia,Edenílson,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,1,0
2512,Botafogo,Meia,Eduardo,0.5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
2513,Criciúma,Meia,Marquinhos Gabriel,1.2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
2514,Fortaleza,Meia,Lucas Sasha,4.1,9,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
2515,Fluminense,Zagueiro,Manoel,-0.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-GO,1,0
2516,Athlético-PR,Atacante,Pablo,-1.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Flamengo,1,0
2517,Internacional,Meia,Aránguiz,1.5,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,Vitória,0,1
2518,Grêmio,Atacante,João Pedro Galvão,2.0,9,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
2519,Athlético-PR,Meia,Nikão,4.4,9,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
2520,São Paulo,Meia,Lucas Moura,9.8,9,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,Corinthians,0,1
2521,Grêmio,Lateral,Fábio,2.0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,1,0
2522,Criciúma,Goleiro,Gustavo,-1.3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,Bahia,1,0
2523,Juventude,Goleiro,Gabriel,-1.0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,Bragantino,0,1
2524,Fluminense,Lateral,Diogo Barbosa,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
2525,Internacional,Meia,Bruno Henrique,-0.1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Vitória,0,1
2526,Atlético-GO,Zagueiro,Pedro Henrique,2.9,9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,0,1
2527,Vasco,Zagueiro,Maicon,5.2,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,1,0
2528,São Paulo,Meia,Luiz Gustavo,4.2,9,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,Corinthians,0,1
2529,Palmeiras,Goleiro,Weverton,8.0,9,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
2530,Fluminense,Técnico,Fernando Diniz,2.35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
2531,Atlético-GO,Lateral,Maguinho,2.3,9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Fluminense,0,1
2532,Athlético-PR,Meia,Fernandinho,8.8,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,Flamengo,1,0
2533,Internacional,Zagueiro,Mercado,0.2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Vitória,0,1
2534,Fluminense,Lateral,Samuel Xavier,1.7,9,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Atlético-GO,1,0
2535,Cuiabá,Zagueiro,Bruno Alves,8.4,9,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
2536,Criciúma,Zagueiro,Walisson Maia,0.8,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
2537,Athlético-PR,Lateral,Madson,0.5,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Flamengo,1,0
2538,Bahia,Atacante,Everaldo,8.6,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Criciúma,0,1
2539,Criciúma,Técnico,Cláudio Tencati,3.28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
2540,Vitória,Meia,Jean Mota,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
2541,Cuiabá,Atacante,Jonathan Cafu,9.7,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,1,0
2542,Cruzeiro,Meia,Ramiro,1.8,9,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,Vasco,0,1
2543,Bahia,Zagueiro,Víctor Cuesta,3.2,9,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
2544,Cuiabá,Meia,Filipe Augusto,1.2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
2545,Juventude,Técnico,Roger Machado,3.23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,0,1
2546,Fluminense,Atacante,Cano,6.4,9,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
2547,Cruzeiro,Meia,Lucas Silva,2.6,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,0,1
2548,Fortaleza,Meia,Yago Pikachu,1.3,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
2549,Cruzeiro,Atacante,Rafa Silva,-0.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Vasco,0,1
2550,São Paulo,Atacante,Luciano,4.1,9,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,Corinthians,0,1
2551,Bahia,Lateral,Gilberto,1.4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Criciúma,0,1
2552,Criciúma,Atacante,Arthur Caíke,10.0,9,1,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,Bahia,1,0
2553,Grêmio,Zagueiro,Pedro Geromel,0.8,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,1,0
2554,Palmeiras,Lateral,Mayke,6.1,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Atlético-MG,0,1
2555,Vasco,Atacante,Rossi,3.6,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
2556,São Paulo,Meia,Alisson,0.9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,0,1
2557,Fortaleza,Goleiro,João Ricardo,2.0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,Cuiabá,0,1
2558,Vitória,Meia,Willian Oliveira,11.0,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Internacional,1,0
2559,Palmeiras,Meia,Zé Rafael,1.3,9,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,Atlético-MG,0,1
2560,Flamengo,Atacante,Luiz Araújo,6.2,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
2561,Fortaleza,Lateral,Tinga,-1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Cuiabá,0,1
2562,Criciúma,Lateral,Marcelo Hermes,7.9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Bahia,1,0
2563,São Paulo,Meia,Wellington Rato,0.5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
2564,Flamengo,Atacante,Gabriel,0.4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Athlético-PR,0,1
2565,Flamengo,Zagueiro,Léo Pereira,1.0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
2566,Cuiabá,Atacante,Clayson,11.2,9,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fortaleza,1,0
2567,Criciúma,Goleiro,Alisson,0.0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Bahia,1,0
2568,Cuiabá,Meia,Fernando Sobral,8.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
2569,Cruzeiro,Meia,Lucas Romero,1.1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,Vasco,0,1
2570,Bragantino,Meia,Lucas Evangelista,1.7,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Juventude,1,0
2571,Bahia,Goleiro,Marcos Felipe,1.5,9,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,Criciúma,0,1
2572,Botafogo,Meia,Óscar Romero,3.1,9,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,0,1
2573,Botafogo,Lateral,Damián Suárez,0.3,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Grêmio,0,1
2574,Vasco,Zagueiro,Léo,7.1,9,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,1,0
2575,Internacional,Meia,Hyoran,0.8,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitória,0,1
2576,Criciúma,Atacante,Bolasie,2.9,9,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bahia,1,0
2577,Vasco,Lateral,Victor Luis,12.6,9,0,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,0,2,0,0,Cruzeiro,1,0
2578,Fluminense,Atacante,Keno,2.1,9,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Atlético-GO,1,0
2579,São Paulo,Goleiro,Jandrei,5.0,9,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,Corinthians,0,1
2580,Criciúma,Zagueiro,Rodrigo,5.9,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Bahia,1,0
2581,Botafogo,Meia,Tchê Tchê,2.5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
2582,Criciúma,Lateral,Jonathan,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
